id_usuario,género,edad,país,tipo_suscripción,tiempo_escucha,canciones_por_día,tasa_de_saltos,tipo_de_dispositivo,anuncios_por_semana,escucha_sin_conexion,cancelo_suscripcion
4133,Otro,30,Reino Unido,Gratis,243,14,0.0,Web,25,No,No
4134,Masculino,29,PK,Estudiante,28,22,0.6,Móvil,0,Sí,No
4135,Femenino,27,Reino Unido,Familiar,45,9,0.21,Móvil,0,Sí,No
4136,Femenino,24,Australia,Gratis,279,37,0.16,Computadora,36,No,No
4137,Otro,35,EE.UU.,Estudiante,164,60,0.49,Computadora,0,Sí,Sí
4138,Masculino,31,Francia,Familiar,207,39,0.28,Web,0,Sí,No
4139,Masculino,37,Canadá,Estudiante,56,10,0.02,Web,0,Sí,No
4140,Masculino,23,Reino Unido,Premium,268,56,0.53,Móvil,0,Sí,No
4141,Femenino,50,PK,Familiar,67,76,0.27,Web,0,Sí,Sí
4142,Masculino,34,IN,Gratis,114,41,0.05,Computadora,36,No,No
4143,Masculino,32,IN,Gratis,270,34,0.51,Computadora,30,No,No
4144,Femenino,25,Australia,Estudiante,199,90,0.51,Móvil,0,Sí,Sí
4145,Femenino,32,PK,Familiar,182,12,0.54,Web,0,Sí,No
4146,Masculino,51,IN,Familiar,203,84,0.53,Web,0,Sí,No
4147,Masculino,33,Reino Unido,Estudiante,149,84,0.01,Web,0,Sí,No
4148,Femenino,48,PK,Gratis,118,41,0.44,Móvil,7,No,No
4149,Otro,24,EE.UU.,Premium,182,59,0.34,Móvil,0,Sí,No
4150,Masculino,43,Francia,Estudiante,212,42,0.48,Móvil,0,Sí,No
4151,Femenino,25,IN,Premium,11,51,0.21,Computadora,0,Sí,No
4152,Otro,59,Alemania,Familiar,35,27,0.29,Computadora,0,Sí,No
4153,Masculino,19,Canadá,Estudiante,241,91,0.51,Web,0,Sí,No
4154,Masculino,38,Francia,Familiar,20,49,0.06,Móvil,0,Sí,No
4155,Femenino,48,PK,Gratis,140,66,0.59,Web,25,No,No
4156,Femenino,30,Francia,Estudiante,233,95,0.36,Computadora,0,Sí,Sí
4157,Masculino,52,Australia,Estudiante,187,30,0.29,Computadora,0,Sí,No
4158,Femenino,51,Reino Unido,Familiar,62,36,0.38,Móvil,0,Sí,Sí
4159,Femenino,49,EE.UU.,Gratis,272,75,0.53,Móvil,48,No,No
4160,Otro,18,Canadá,Gratis,195,37,0.26,Móvil,47,No,No
4161,Masculino,42,Australia,Premium,210,13,0.32,Web,0,Sí,No
4162,Masculino,38,Australia,Familiar,226,44,0.26,Móvil,0,Sí,No
4163,Otro,24,Alemania,Familiar,71,1,0.28,Computadora,0,Sí,Sí
4164,Femenino,36,Australia,Gratis,243,73,0.2,Web,31,No,No
4165,Masculino,16,PK,Premium,131,28,0.31,Web,0,Sí,Sí
4166,Femenino,54,Australia,Gratis,112,77,0.32,Computadora,15,No,No
4167,Femenino,40,PK,Estudiante,190,81,0.09,Computadora,0,Sí,No
4168,Otro,46,EE.UU.,Premium,171,91,0.14,Web,0,Sí,No
4169,Femenino,31,IN,Familiar,20,47,0.12,Móvil,0,Sí,No
4170,Femenino,42,Reino Unido,Estudiante,256,49,0.12,Móvil,0,Sí,No
4171,Femenino,42,EE.UU.,Gratis,66,53,0.5,Web,25,No,No
4172,Masculino,59,PK,Premium,199,67,0.14,Móvil,0,Sí,No
4173,Femenino,24,Australia,Premium,92,79,0.47,Web,0,Sí,No
4174,Femenino,21,Canadá,Premium,161,49,0.34,Computadora,0,Sí,No
4175,Femenino,38,Alemania,Gratis,296,65,0.37,Web,14,No,No
4176,Femenino,29,EE.UU.,Estudiante,219,49,0.48,Móvil,0,Sí,No
4177,Femenino,20,EE.UU.,Premium,45,1,0.57,Web,0,Sí,No
4178,Otro,44,IN,Premium,154,98,0.07,Móvil,0,Sí,Sí
4179,Otro,58,PK,Gratis,228,14,0.03,Móvil,41,No,No
4180,Otro,34,Canadá,Premium,163,14,0.07,Web,0,Sí,No
4181,Masculino,36,Francia,Premium,113,30,0.08,Móvil,0,Sí,No
4182,Femenino,51,IN,Premium,70,91,0.04,Computadora,0,Sí,No
4183,Femenino,48,Alemania,Gratis,209,66,0.37,Web,29,No,Sí
4184,Masculino,44,PK,Premium,200,14,0.28,Móvil,0,Sí,No
4185,Masculino,55,Canadá,Familiar,111,46,0.4,Computadora,0,Sí,Sí
4186,Masculino,39,PK,Premium,186,37,0.38,Móvil,0,Sí,No
4187,Otro,34,EE.UU.,Familiar,250,13,0.48,Web,0,Sí,Sí
4188,Masculino,32,Australia,Gratis,31,30,0.5,Computadora,41,No,No
4189,Otro,30,IN,Premium,195,87,0.1,Computadora,0,Sí,Sí
4190,Otro,34,Reino Unido,Familiar,239,53,0.28,Móvil,0,Sí,No
4191,Otro,56,Australia,Estudiante,273,29,0.23,Móvil,0,Sí,Sí
4192,Masculino,24,PK,Gratis,260,46,0.42,Móvil,10,No,No
4193,Otro,54,Australia,Gratis,168,71,0.58,Móvil,31,No,No
4194,Otro,27,Francia,Estudiante,185,6,0.1,Móvil,0,Sí,Sí
4195,Masculino,33,IN,Estudiante,252,56,0.44,Computadora,0,Sí,Sí
4196,Otro,26,Australia,Gratis,229,16,0.4,Móvil,45,No,No
4197,Otro,47,Alemania,Premium,225,68,0.25,Computadora,0,Sí,Sí
4198,Femenino,16,Australia,Familiar,146,81,0.56,Web,0,Sí,No
4199,Otro,18,EE.UU.,Premium,27,83,0.47,Computadora,0,Sí,Sí
4200,Otro,28,Canadá,Estudiante,21,61,0.26,Móvil,0,Sí,Sí
4201,Otro,59,Francia,Estudiante,251,77,0.1,Móvil,0,Sí,Sí
4202,Masculino,45,PK,Familiar,284,90,0.48,Web,0,Sí,No
4203,Masculino,57,EE.UU.,Familiar,226,55,0.6,Móvil,0,Sí,No
4204,Otro,22,Francia,Gratis,239,73,0.46,Web,45,No,Sí
4205,Masculino,28,Australia,Familiar,229,12,0.48,Computadora,0,Sí,No
4206,Femenino,37,Reino Unido,Estudiante,213,40,0.57,Computadora,0,Sí,No
4207,Masculino,35,PK,Familiar,90,37,0.21,Móvil,0,Sí,No
4208,Femenino,57,Francia,Premium,18,62,0.47,Móvil,0,Sí,No
4209,Masculino,17,Reino Unido,Familiar,48,44,0.59,Web,0,Sí,Sí
4210,Otro,30,Australia,Familiar,76,5,0.2,Móvil,0,Sí,Sí
4211,Femenino,33,Alemania,Premium,202,21,0.51,Web,0,Sí,Sí
4212,Masculino,49,PK,Estudiante,207,85,0.39,Web,0,Sí,No
4213,Masculino,25,Reino Unido,Premium,115,35,0.21,Móvil,0,Sí,No
4214,Otro,41,Alemania,Premium,263,76,0.56,Móvil,0,Sí,No
4215,Otro,39,IN,Gratis,77,64,0.34,Web,37,No,Sí
4216,Masculino,47,Australia,Premium,115,90,0.24,Web,0,Sí,No
4217,Femenino,59,IN,Estudiante,286,68,0.46,Computadora,0,Sí,No
4218,Masculino,25,Francia,Estudiante,68,37,0.2,Computadora,0,Sí,Sí
4219,Masculino,50,IN,Premium,252,22,0.41,Web,0,Sí,No
4220,Femenino,29,IN,Familiar,181,86,0.5,Computadora,0,Sí,Sí
4221,Femenino,39,Alemania,Estudiante,150,12,0.16,Computadora,0,Sí,No
4222,Masculino,25,Canadá,Premium,166,8,0.56,Web,0,Sí,No
4223,Masculino,49,Reino Unido,Familiar,253,75,0.13,Móvil,0,Sí,Sí
4224,Masculino,50,PK,Familiar,45,83,0.18,Computadora,0,Sí,No
4225,Femenino,36,Francia,Gratis,72,65,0.43,Móvil,24,No,No
4226,Femenino,56,Reino Unido,Gratis,198,28,0.0,Web,24,No,No
4227,Femenino,37,Reino Unido,Gratis,16,43,0.39,Móvil,43,No,No
4228,Otro,44,Francia,Familiar,170,32,0.3,Móvil,0,Sí,Sí
4229,Otro,42,Australia,Familiar,68,19,0.4,Computadora,0,Sí,Sí
4230,Femenino,19,EE.UU.,Premium,218,18,0.46,Computadora,0,Sí,No
4231,Femenino,52,Francia,Estudiante,124,59,0.41,Computadora,0,Sí,No
4232,Femenino,37,Australia,Familiar,133,67,0.17,Computadora,0,Sí,No
4233,Otro,26,Alemania,Premium,137,58,0.36,Web,0,Sí,Sí
4234,Femenino,58,Reino Unido,Premium,293,99,0.31,Móvil,0,Sí,Sí
4235,Femenino,52,Australia,Familiar,18,4,0.12,Web,0,Sí,No
4236,Masculino,42,PK,Estudiante,42,34,0.6,Web,0,Sí,Sí
4237,Otro,56,Reino Unido,Gratis,125,81,0.08,Web,17,No,No
4238,Masculino,47,Canadá,Familiar,266,52,0.54,Computadora,0,Sí,Sí
4239,Femenino,31,Canadá,Estudiante,13,70,0.34,Computadora,0,Sí,No
4240,Femenino,41,Canadá,Estudiante,57,72,0.09,Computadora,0,Sí,Sí
4241,Femenino,47,Francia,Premium,23,66,0.59,Computadora,0,Sí,Sí
4242,Femenino,25,Australia,Gratis,108,53,0.14,Web,30,No,No
4243,Masculino,20,PK,Gratis,102,85,0.09,Móvil,39,No,No
4244,Otro,16,Francia,Familiar,91,79,0.53,Móvil,0,Sí,No
4245,Masculino,34,PK,Premium,74,40,0.01,Computadora,0,Sí,No
4246,Otro,24,Canadá,Gratis,171,38,0.28,Web,43,No,No
4247,Femenino,44,Alemania,Gratis,197,85,0.39,Web,18,No,No
4248,Femenino,36,Australia,Premium,203,72,0.19,Web,0,Sí,No
4249,Otro,30,Francia,Gratis,106,25,0.57,Web,11,No,Sí
4250,Otro,42,Australia,Gratis,225,8,0.32,Web,8,No,No
4251,Masculino,25,Australia,Premium,280,26,0.42,Computadora,0,Sí,No
4252,Otro,58,EE.UU.,Familiar,78,87,0.0,Computadora,0,Sí,No
4253,Otro,53,Alemania,Estudiante,176,6,0.51,Web,0,Sí,No
4254,Otro,23,IN,Premium,287,64,0.05,Móvil,0,Sí,No
4255,Otro,23,EE.UU.,Familiar,42,31,0.32,Computadora,0,Sí,No
4256,Otro,25,Australia,Premium,272,94,0.23,Móvil,0,Sí,No
4257,Masculino,46,Australia,Premium,10,99,0.18,Móvil,0,Sí,Sí
4258,Otro,49,Francia,Premium,203,79,0.35,Web,0,Sí,Sí
4259,Femenino,56,Canadá,Estudiante,123,71,0.5,Computadora,0,Sí,No
4260,Otro,56,Francia,Familiar,115,34,0.59,Computadora,0,Sí,Sí
4261,Masculino,50,Alemania,Familiar,227,30,0.04,Móvil,0,Sí,No
4262,Femenino,48,Australia,Premium,40,8,0.29,Móvil,0,Sí,Sí
4263,Otro,30,Canadá,Estudiante,179,61,0.4,Computadora,0,Sí,Sí
4264,Femenino,23,Francia,Estudiante,290,74,0.19,Computadora,0,Sí,No
4265,Otro,50,Australia,Gratis,57,91,0.21,Computadora,13,No,No
4266,Femenino,57,Canadá,Premium,10,72,0.43,Computadora,0,Sí,No
4267,Otro,26,IN,Gratis,88,91,0.25,Móvil,33,No,Sí
4268,Femenino,18,Australia,Estudiante,237,76,0.57,Móvil,0,Sí,No
4269,Otro,28,Alemania,Estudiante,268,39,0.42,Web,0,Sí,No
4270,Masculino,54,EE.UU.,Familiar,100,23,0.44,Web,0,Sí,No
4271,Femenino,36,Canadá,Premium,83,71,0.08,Móvil,0,Sí,No
4272,Femenino,28,EE.UU.,Familiar,177,26,0.22,Computadora,0,Sí,No
4273,Otro,40,Reino Unido,Premium,146,93,0.52,Computadora,0,Sí,No
4274,Otro,19,Reino Unido,Premium,182,2,0.53,Computadora,0,Sí,Sí
4275,Femenino,33,Canadá,Premium,180,32,0.34,Computadora,0,Sí,No
4276,Femenino,52,PK,Premium,64,78,0.46,Computadora,0,Sí,No
4277,Masculino,23,Francia,Gratis,115,85,0.16,Web,23,No,Sí
4278,Otro,34,Australia,Gratis,101,26,0.19,Móvil,46,No,No
4279,Masculino,22,PK,Estudiante,185,11,0.17,Móvil,0,Sí,No
4280,Otro,36,Alemania,Estudiante,80,21,0.2,Web,0,Sí,No
4281,Masculino,52,EE.UU.,Gratis,260,11,0.12,Web,11,No,No
4282,Otro,21,Francia,Gratis,269,86,0.16,Móvil,43,No,Sí
4283,Femenino,30,PK,Gratis,141,1,0.49,Web,13,No,No
4284,Femenino,51,Francia,Familiar,291,72,0.33,Computadora,0,Sí,No
4285,Masculino,18,IN,Estudiante,111,14,0.6,Móvil,0,Sí,No
4286,Otro,43,Australia,Premium,187,75,0.54,Computadora,0,Sí,No
4287,Masculino,45,Australia,Gratis,202,21,0.14,Móvil,41,No,Sí
4288,Otro,31,PK,Gratis,82,54,0.47,Web,6,No,No
4289,Femenino,20,Australia,Gratis,286,53,0.45,Computadora,46,No,Sí
4290,Femenino,23,Reino Unido,Familiar,128,82,0.36,Computadora,0,Sí,No
4291,Otro,18,Canadá,Gratis,235,36,0.19,Computadora,25,No,No
4292,Otro,45,Francia,Gratis,102,77,0.1,Móvil,22,No,No
4293,Masculino,22,Australia,Familiar,149,91,0.48,Computadora,0,Sí,No
4294,Femenino,50,Australia,Familiar,215,46,0.54,Web,0,Sí,No
4295,Otro,49,PK,Premium,66,25,0.27,Móvil,0,Sí,No
4296,Femenino,50,Canadá,Gratis,272,60,0.32,Computadora,5,No,No
4297,Masculino,43,Alemania,Familiar,194,21,0.26,Computadora,0,Sí,No
4298,Masculino,25,Australia,Familiar,38,38,0.46,Móvil,0,Sí,No
4299,Femenino,22,Alemania,Gratis,247,57,0.42,Computadora,31,No,Sí
4300,Masculino,18,Australia,Familiar,109,93,0.45,Móvil,0,Sí,No
4301,Femenino,52,Canadá,Premium,145,90,0.14,Computadora,0,Sí,No
4302,Masculino,26,Canadá,Premium,148,91,0.01,Web,0,Sí,No
4303,Otro,26,Reino Unido,Premium,244,12,0.3,Computadora,0,Sí,No
4304,Otro,41,Canadá,Familiar,192,81,0.43,Computadora,0,Sí,No
4305,Masculino,33,EE.UU.,Familiar,236,64,0.34,Web,0,Sí,No
4306,Otro,19,Australia,Gratis,46,22,0.11,Móvil,48,No,No
4307,Masculino,22,Alemania,Gratis,282,31,0.6,Computadora,6,No,No
4308,Masculino,49,Alemania,Familiar,286,60,0.57,Móvil,0,Sí,No
4309,Masculino,46,IN,Familiar,49,74,0.2,Computadora,0,Sí,Sí
4310,Femenino,59,Francia,Premium,25,41,0.42,Móvil,0,Sí,Sí
4311,Otro,22,IN,Estudiante,40,98,0.44,Computadora,0,Sí,No
4312,Masculino,18,EE.UU.,Estudiante,131,10,0.3,Web,0,Sí,No
4313,Masculino,30,EE.UU.,Gratis,103,11,0.25,Computadora,24,No,No
4314,Femenino,38,EE.UU.,Estudiante,180,77,0.08,Computadora,0,Sí,No
4315,Femenino,28,Australia,Estudiante,45,97,0.39,Móvil,0,Sí,No
4316,Femenino,26,PK,Premium,13,39,0.31,Web,0,Sí,No
4317,Masculino,30,Reino Unido,Familiar,154,77,0.29,Computadora,0,Sí,No
4318,Masculino,24,PK,Premium,52,86,0.28,Computadora,0,Sí,No
4319,Otro,28,Francia,Familiar,292,5,0.41,Móvil,0,Sí,No
4320,Masculino,18,Alemania,Familiar,182,90,0.13,Computadora,0,Sí,Sí
4321,Masculino,21,Francia,Familiar,24,63,0.26,Computadora,0,Sí,No
4322,Femenino,27,EE.UU.,Familiar,167,79,0.07,Computadora,0,Sí,No
4323,Masculino,55,PK,Familiar,139,7,0.06,Móvil,0,Sí,Sí
4324,Masculino,35,IN,Familiar,53,73,0.18,Computadora,0,Sí,No
4325,Masculino,38,Francia,Premium,253,47,0.38,Web,0,Sí,No
4326,Masculino,24,Francia,Premium,25,98,0.5,Web,0,Sí,No
4327,Otro,33,Australia,Estudiante,31,97,0.26,Computadora,0,Sí,Sí
4328,Masculino,31,Francia,Familiar,150,43,0.44,Web,0,Sí,Sí
4329,Otro,57,Australia,Premium,123,8,0.57,Web,0,Sí,No
4330,Masculino,45,Alemania,Premium,248,14,0.45,Móvil,0,Sí,No
4331,Otro,53,Francia,Gratis,167,2,0.1,Móvil,34,No,No
4332,Otro,45,Alemania,Gratis,219,68,0.6,Computadora,45,No,No
4333,Masculino,33,Australia,Gratis,160,40,0.03,Web,18,No,No
4334,Otro,16,IN,Estudiante,60,12,0.19,Computadora,0,Sí,No
4335,Femenino,36,PK,Familiar,211,48,0.42,Móvil,0,Sí,Sí
4336,Otro,28,Reino Unido,Estudiante,63,82,0.17,Computadora,0,Sí,Sí
4337,Femenino,28,EE.UU.,Premium,114,23,0.09,Computadora,0,Sí,No
4338,Masculino,49,PK,Estudiante,274,38,0.1,Computadora,0,Sí,No
4339,Otro,59,PK,Estudiante,97,35,0.01,Móvil,0,Sí,No
4340,Masculino,53,EE.UU.,Premium,244,82,0.31,Móvil,0,Sí,No
4341,Otro,34,Alemania,Premium,286,56,0.19,Computadora,0,Sí,No
4342,Femenino,20,EE.UU.,Gratis,133,65,0.04,Computadora,29,No,No
4343,Masculino,35,Alemania,Premium,199,91,0.02,Móvil,0,Sí,No
4344,Femenino,16,Reino Unido,Premium,117,56,0.0,Web,0,Sí,Sí
4345,Femenino,42,Australia,Estudiante,233,94,0.37,Web,0,Sí,No
4346,Masculino,39,Francia,Gratis,132,69,0.58,Web,31,No,No
4347,Masculino,31,PK,Premium,79,17,0.3,Computadora,0,Sí,No
4348,Otro,32,Alemania,Estudiante,115,56,0.01,Móvil,0,Sí,No
4349,Masculino,16,Canadá,Premium,214,6,0.15,Web,0,Sí,Sí
4350,Masculino,51,Canadá,Gratis,165,81,0.54,Móvil,20,No,No
4351,Otro,59,EE.UU.,Familiar,85,79,0.09,Móvil,0,Sí,No
4352,Otro,45,PK,Gratis,90,29,0.06,Computadora,14,No,Sí
4353,Masculino,44,IN,Premium,208,2,0.51,Móvil,0,Sí,No
4354,Otro,50,PK,Premium,94,89,0.33,Web,0,Sí,No
4355,Femenino,25,PK,Gratis,251,68,0.28,Web,14,No,No
4356,Otro,31,Australia,Familiar,268,16,0.49,Computadora,0,Sí,No
4357,Femenino,55,PK,Gratis,133,75,0.39,Computadora,10,No,No
4358,Femenino,43,Reino Unido,Familiar,124,16,0.49,Móvil,0,Sí,No
4359,Femenino,51,IN,Gratis,17,2,0.39,Computadora,18,No,No
4360,Otro,33,Australia,Familiar,167,99,0.22,Computadora,0,Sí,No
4361,Femenino,47,Reino Unido,Estudiante,98,3,0.0,Web,0,Sí,No
4362,Masculino,45,PK,Gratis,93,83,0.04,Web,32,No,No
4363,Femenino,58,Canadá,Estudiante,159,4,0.14,Computadora,0,Sí,Sí
4364,Femenino,32,EE.UU.,Premium,147,88,0.15,Web,0,Sí,No
4365,Femenino,22,PK,Estudiante,151,30,0.06,Computadora,0,Sí,No
4366,Femenino,47,Canadá,Gratis,105,30,0.51,Móvil,5,No,No
4367,Otro,40,EE.UU.,Estudiante,296,57,0.14,Computadora,0,Sí,No
4368,Masculino,40,Canadá,Estudiante,131,37,0.47,Móvil,0,Sí,No
4369,Otro,34,PK,Familiar,47,28,0.17,Web,0,Sí,No
4370,Femenino,57,PK,Premium,129,78,0.54,Móvil,0,Sí,No
4371,Otro,30,Australia,Familiar,217,27,0.33,Web,0,Sí,Sí
4372,Otro,54,Francia,Premium,280,18,0.56,Computadora,0,Sí,No
4373,Otro,36,Australia,Familiar,108,15,0.04,Computadora,0,Sí,Sí
4374,Femenino,19,Francia,Familiar,262,97,0.6,Web,0,Sí,No
4375,Femenino,57,Australia,Estudiante,287,73,0.41,Móvil,0,Sí,No
4376,Otro,18,EE.UU.,Estudiante,118,66,0.4,Web,0,Sí,Sí
4377,Femenino,25,Canadá,Familiar,93,87,0.14,Móvil,0,Sí,No
4378,Masculino,50,Australia,Premium,139,97,0.12,Móvil,0,Sí,No
4379,Masculino,16,Francia,Gratis,259,88,0.19,Computadora,12,No,No
4380,Femenino,18,Australia,Familiar,98,65,0.05,Computadora,0,Sí,Sí
4381,Femenino,45,Australia,Familiar,61,77,0.21,Móvil,0,Sí,No
4382,Otro,45,Francia,Premium,81,70,0.43,Web,0,Sí,Sí
4383,Masculino,46,PK,Gratis,204,80,0.25,Computadora,47,No,No
4384,Femenino,49,EE.UU.,Gratis,158,44,0.09,Computadora,34,No,Sí
4385,Femenino,21,Francia,Gratis,174,8,0.08,Móvil,14,No,Sí
4386,Masculino,46,Alemania,Estudiante,72,22,0.19,Computadora,0,Sí,No
4387,Masculino,32,Francia,Estudiante,22,81,0.41,Móvil,0,Sí,No
4388,Otro,38,Alemania,Familiar,118,72,0.22,Móvil,0,Sí,No
4389,Masculino,21,Francia,Gratis,292,83,0.3,Computadora,44,No,Sí
4390,Otro,27,Alemania,Gratis,261,9,0.12,Web,48,No,No
4391,Femenino,35,Australia,Estudiante,15,33,0.59,Computadora,0,Sí,No
4392,Otro,48,Australia,Gratis,92,61,0.27,Móvil,46,No,No
4393,Femenino,52,Alemania,Familiar,50,55,0.35,Móvil,0,Sí,No
4394,Femenino,58,IN,Premium,144,54,0.33,Web,0,Sí,No
4395,Femenino,32,PK,Gratis,137,88,0.21,Móvil,35,No,No
4396,Masculino,28,PK,Familiar,195,78,0.38,Web,0,Sí,Sí
4397,Masculino,41,IN,Gratis,61,1,0.39,Móvil,16,No,Sí
4398,Femenino,53,Australia,Familiar,297,2,0.37,Móvil,0,Sí,No
4399,Masculino,47,Francia,Estudiante,73,34,0.4,Web,0,Sí,No
4400,Femenino,34,EE.UU.,Premium,117,53,0.41,Computadora,0,Sí,No
4401,Masculino,45,Canadá,Gratis,243,39,0.31,Computadora,47,No,No
4402,Femenino,19,Reino Unido,Premium,150,88,0.59,Web,0,Sí,No
4403,Masculino,47,Alemania,Premium,157,62,0.06,Computadora,0,Sí,No
4404,Masculino,45,Canadá,Gratis,201,39,0.51,Móvil,13,No,No
4405,Otro,24,PK,Premium,211,74,0.15,Computadora,0,Sí,No
4406,Otro,45,Francia,Gratis,290,27,0.47,Móvil,29,No,Sí
4407,Masculino,30,EE.UU.,Estudiante,150,99,0.5,Computadora,0,Sí,No
4408,Femenino,57,Canadá,Familiar,97,30,0.33,Web,0,Sí,Sí
4409,Otro,50,PK,Estudiante,60,93,0.34,Computadora,0,Sí,No
4410,Femenino,52,Canadá,Familiar,20,60,0.6,Web,0,Sí,No
4411,Femenino,24,Australia,Premium,249,5,0.53,Web,0,Sí,Sí
4412,Femenino,59,PK,Estudiante,48,37,0.29,Móvil,0,Sí,Sí
4413,Otro,23,EE.UU.,Estudiante,180,63,0.01,Móvil,0,Sí,No
4414,Otro,36,Canadá,Familiar,194,91,0.07,Web,0,Sí,Sí
4415,Femenino,27,IN,Gratis,250,24,0.38,Móvil,6,No,No
4416,Femenino,21,Alemania,Gratis,195,55,0.07,Computadora,43,No,Sí
4417,Masculino,33,IN,Premium,262,60,0.31,Computadora,0,Sí,No
4418,Femenino,28,IN,Familiar,249,78,0.24,Web,0,Sí,No
4419,Otro,43,EE.UU.,Familiar,177,66,0.24,Computadora,0,Sí,No
4420,Otro,49,EE.UU.,Estudiante,101,39,0.39,Computadora,0,Sí,No
4421,Femenino,23,Australia,Estudiante,84,23,0.04,Web,0,Sí,No
4422,Femenino,49,PK,Familiar,255,88,0.44,Web,0,Sí,No
4423,Femenino,23,Canadá,Gratis,234,87,0.27,Computadora,25,No,No
4424,Otro,46,Alemania,Estudiante,149,83,0.56,Computadora,0,Sí,Sí
4425,Masculino,53,IN,Gratis,289,55,0.25,Computadora,46,No,No
4426,Masculino,17,PK,Estudiante,266,28,0.47,Computadora,0,Sí,Sí
4427,Otro,35,PK,Familiar,214,29,0.27,Móvil,0,Sí,No
4428,Masculino,48,IN,Familiar,176,65,0.11,Móvil,0,Sí,No
4429,Femenino,22,Reino Unido,Premium,36,32,0.44,Web,0,Sí,No
4430,Masculino,22,IN,Gratis,291,43,0.14,Computadora,7,No,Sí
4431,Otro,30,Australia,Premium,176,68,0.56,Móvil,0,Sí,No
4432,Femenino,17,IN,Estudiante,108,17,0.17,Móvil,0,Sí,No
4433,Masculino,58,Alemania,Familiar,232,15,0.01,Móvil,0,Sí,No
4434,Femenino,58,Alemania,Estudiante,13,78,0.43,Móvil,0,Sí,No
4435,Otro,26,EE.UU.,Familiar,279,39,0.45,Web,0,Sí,No
4436,Otro,39,IN,Familiar,45,47,0.53,Móvil,0,Sí,No
4437,Masculino,52,Canadá,Gratis,153,97,0.39,Computadora,48,No,No
4438,Masculino,34,IN,Gratis,203,56,0.04,Web,19,No,No
4439,Otro,31,EE.UU.,Familiar,258,75,0.38,Computadora,0,Sí,No
4440,Masculino,21,Reino Unido,Premium,279,45,0.16,Web,0,Sí,No
4441,Otro,57,EE.UU.,Gratis,106,47,0.4,Web,20,No,Sí
4442,Masculino,33,Alemania,Premium,101,72,0.19,Móvil,0,Sí,No
4443,Femenino,31,EE.UU.,Premium,23,76,0.55,Computadora,0,Sí,No
4444,Masculino,17,Australia,Estudiante,85,66,0.49,Web,0,Sí,No
4445,Femenino,19,Canadá,Gratis,150,20,0.34,Móvil,39,No,No
4446,Otro,56,PK,Familiar,12,66,0.56,Web,0,Sí,Sí
4447,Femenino,52,Canadá,Familiar,38,85,0.23,Web,0,Sí,Sí
4448,Otro,48,Alemania,Estudiante,44,68,0.2,Web,0,Sí,No
4449,Otro,58,Australia,Familiar,75,20,0.05,Web,0,Sí,No
4450,Otro,22,PK,Familiar,161,78,0.29,Computadora,0,Sí,Sí
4451,Masculino,22,EE.UU.,Estudiante,66,52,0.52,Computadora,0,Sí,Sí
4452,Masculino,16,Australia,Gratis,60,9,0.6,Computadora,39,No,No
4453,Femenino,55,PK,Gratis,179,44,0.3,Web,20,No,No
4454,Femenino,42,PK,Estudiante,224,63,0.32,Web,0,Sí,Sí
4455,Masculino,54,Reino Unido,Premium,225,24,0.53,Computadora,0,Sí,No
4456,Otro,52,IN,Familiar,74,79,0.26,Computadora,0,Sí,No
4457,Femenino,39,PK,Premium,226,71,0.02,Móvil,0,Sí,No
4458,Femenino,55,Canadá,Gratis,285,30,0.33,Móvil,27,No,No
4459,Masculino,26,Alemania,Familiar,275,19,0.17,Computadora,0,Sí,No
4460,Masculino,52,EE.UU.,Familiar,247,11,0.04,Web,0,Sí,Sí
4461,Otro,34,Alemania,Estudiante,153,82,0.47,Computadora,0,Sí,No
4462,Otro,16,IN,Gratis,296,77,0.1,Web,22,No,No
4463,Femenino,31,Reino Unido,Estudiante,129,97,0.21,Computadora,0,Sí,No
4464,Otro,47,EE.UU.,Gratis,283,24,0.15,Web,28,No,No
4465,Otro,30,Australia,Familiar,79,67,0.22,Computadora,0,Sí,Sí
4466,Femenino,50,IN,Familiar,282,19,0.38,Computadora,0,Sí,Sí
4467,Femenino,30,IN,Gratis,159,57,0.46,Computadora,15,No,No
4468,Masculino,20,Australia,Estudiante,147,41,0.19,Móvil,0,Sí,No
4469,Masculino,29,PK,Gratis,92,96,0.08,Web,43,No,No
4470,Masculino,26,Francia,Gratis,86,65,0.0,Computadora,32,No,No
4471,Otro,45,Australia,Gratis,209,81,0.26,Móvil,26,No,Sí
4472,Masculino,21,Australia,Premium,157,64,0.4,Móvil,0,Sí,Sí
4473,Otro,17,EE.UU.,Estudiante,224,5,0.25,Web,0,Sí,No
4474,Masculino,34,Canadá,Estudiante,278,28,0.25,Computadora,0,Sí,No
4475,Otro,41,Reino Unido,Estudiante,183,66,0.4,Web,0,Sí,No
4476,Otro,47,Francia,Gratis,135,28,0.32,Computadora,34,No,No
4477,Otro,21,EE.UU.,Estudiante,36,1,0.02,Móvil,0,Sí,No
4478,Femenino,44,Canadá,Gratis,209,34,0.44,Móvil,19,No,No
4479,Otro,32,Alemania,Familiar,159,88,0.31,Móvil,0,Sí,No
4480,Masculino,30,IN,Gratis,204,97,0.31,Web,9,No,No
4481,Masculino,19,Alemania,Estudiante,235,86,0.36,Computadora,0,Sí,No
4482,Femenino,33,Reino Unido,Premium,115,30,0.58,Computadora,0,Sí,Sí
